dataset,n_qubits,seed,run_type,algorithm,target_sparsity,achieved_sparsity,n_params,n_params_active,train_final_acc,train_final_loss,noise_level,val_acc,total_time_s
mnist,4,7,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.9300000667572021,0.30828000905774533,0.1,0.86,934.8877558708191
mnist,4,123,no_pruning,dense,,0.0,24,24,0.9460000395774841,0.323687325745821,0.0,0.9333333373069763,795.9749600887299
mnist,4,123,no_pruning,dense,,0.0,24,24,0.9460000395774841,0.323687325745821,0.03,0.94,795.9749600887299
mnist,4,123,no_pruning,dense,,0.0,24,24,0.9460000395774841,0.323687325745821,0.05,0.91,795.9749600887299
mnist,4,123,no_pruning,dense,,0.0,24,24,0.9460000395774841,0.323687325745821,0.1,0.86,795.9749600887299
mnist,4,123,pruned,qadaprune_r,0.1,0.125,24,21,0.7940000295639038,0.31766866740286354,0.0,0.79666668176651,935.9525880813599
mnist,4,123,pruned,qadaprune_r,0.1,0.125,24,21,0.7940000295639038,0.31766866740286354,0.03,0.73,935.9525880813599
mnist,4,123,pruned,qadaprune_r,0.1,0.125,24,21,0.7940000295639038,0.31766866740286354,0.05,0.67,935.9525880813599
mnist,4,123,pruned,qadaprune_r,0.1,0.125,24,21,0.7940000295639038,0.31766866740286354,0.1,0.62,935.9525880813599
mnist,4,123,pruned,qadaprune_r,0.25,0.25,24,18,0.8420000672340393,0.331381068405509,0.0,0.8366667032241821,933.9639880657196
mnist,4,123,pruned,qadaprune_r,0.25,0.25,24,18,0.8420000672340393,0.331381068405509,0.03,0.82,933.9639880657196
mnist,4,123,pruned,qadaprune_r,0.25,0.25,24,18,0.8420000672340393,0.331381068405509,0.05,0.8,933.9639880657196
mnist,4,123,pruned,qadaprune_r,0.25,0.25,24,18,0.8420000672340393,0.331381068405509,0.1,0.69,933.9639880657196
mnist,4,123,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.9520000219345093,0.273806229605712,0.0,0.9266666769981384,935.3130006790161
mnist,4,123,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.9520000219345093,0.273806229605712,0.03,0.94,935.3130006790161
mnist,4,123,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.9520000219345093,0.273806229605712,0.05,0.93,935.3130006790161
mnist,4,123,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.9520000219345093,0.273806229605712,0.1,0.95,935.3130006790161
fashionmnist,4,42,no_pruning,dense,,0.0,24,24,0.7080000042915344,0.5725400422364474,0.0,0.6500000357627869,796.804934501648
fashionmnist,4,42,no_pruning,dense,,0.0,24,24,0.7080000042915344,0.5725400422364474,0.03,0.72,796.804934501648
fashionmnist,4,42,no_pruning,dense,,0.0,24,24,0.7080000042915344,0.5725400422364474,0.05,0.7,796.804934501648
fashionmnist,4,42,no_pruning,dense,,0.0,24,24,0.7080000042915344,0.5725400422364474,0.1,0.67,796.804934501648
fashionmnist,4,42,pruned,qadaprune_r,0.1,0.125,24,21,0.7000000476837158,0.46871180784404287,0.0,0.6500000357627869,936.6180274486542
fashionmnist,4,42,pruned,qadaprune_r,0.1,0.125,24,21,0.7000000476837158,0.46871180784404287,0.03,0.68,936.6180274486542
fashionmnist,4,42,pruned,qadaprune_r,0.1,0.125,24,21,0.7000000476837158,0.46871180784404287,0.05,0.67,936.6180274486542
fashionmnist,4,42,pruned,qadaprune_r,0.1,0.125,24,21,0.7000000476837158,0.46871180784404287,0.1,0.67,936.6180274486542
fashionmnist,4,42,pruned,qadaprune_r,0.25,0.25,24,18,0.7080000042915344,0.47643617764413365,0.0,0.6533333659172058,934.2319900989532
fashionmnist,4,42,pruned,qadaprune_r,0.25,0.25,24,18,0.7080000042915344,0.47643617764413365,0.03,0.69,934.2319900989532
fashionmnist,4,42,pruned,qadaprune_r,0.25,0.25,24,18,0.7080000042915344,0.47643617764413365,0.05,0.69,934.2319900989532
fashionmnist,4,42,pruned,qadaprune_r,0.25,0.25,24,18,0.7080000042915344,0.47643617764413365,0.1,0.66,934.2319900989532
fashionmnist,4,42,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.6920000314712524,0.48174126398861405,0.0,0.6600000262260437,936.1136858463287
fashionmnist,4,42,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.6920000314712524,0.48174126398861405,0.03,0.69,936.1136858463287
fashionmnist,4,42,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.6920000314712524,0.48174126398861405,0.05,0.69,936.1136858463287
fashionmnist,4,42,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.6920000314712524,0.48174126398861405,0.1,0.68,936.1136858463287
fashionmnist,4,7,no_pruning,dense,,0.0,24,24,0.7000000476837158,0.5633578291982413,0.0,0.6866666674613953,796.8998098373413
fashionmnist,4,7,no_pruning,dense,,0.0,24,24,0.7000000476837158,0.5633578291982413,0.03,0.7,796.8998098373413
fashionmnist,4,7,no_pruning,dense,,0.0,24,24,0.7000000476837158,0.5633578291982413,0.05,0.69,796.8998098373413
fashionmnist,4,7,no_pruning,dense,,0.0,24,24,0.7000000476837158,0.5633578291982413,0.1,0.69,796.8998098373413
fashionmnist,4,7,pruned,qadaprune_r,0.1,0.125,24,21,0.7080000042915344,0.46755280167944735,0.0,0.6733333468437195,935.1239311695099
fashionmnist,4,7,pruned,qadaprune_r,0.1,0.125,24,21,0.7080000042915344,0.46755280167944735,0.03,0.73,935.1239311695099
fashionmnist,4,7,pruned,qadaprune_r,0.1,0.125,24,21,0.7080000042915344,0.46755280167944735,0.05,0.74,935.1239311695099
fashionmnist,4,7,pruned,qadaprune_r,0.1,0.125,24,21,0.7080000042915344,0.46755280167944735,0.1,0.72,935.1239311695099
fashionmnist,4,7,pruned,qadaprune_r,0.25,0.25,24,18,0.7120000123977661,0.4592865307024215,0.0,0.6666666865348816,933.1804909706116
fashionmnist,4,7,pruned,qadaprune_r,0.25,0.25,24,18,0.7120000123977661,0.4592865307024215,0.03,0.74,933.1804909706116
fashionmnist,4,7,pruned,qadaprune_r,0.25,0.25,24,18,0.7120000123977661,0.4592865307024215,0.05,0.74,933.1804909706116
fashionmnist,4,7,pruned,qadaprune_r,0.25,0.25,24,18,0.7120000123977661,0.4592865307024215,0.1,0.73,933.1804909706116
fashionmnist,4,7,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.6740000247955322,0.48716807772070175,0.0,0.6200000047683716,935.0847389698029
fashionmnist,4,7,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.6740000247955322,0.48716807772070175,0.03,0.69,935.0847389698029
fashionmnist,4,7,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.6740000247955322,0.48716807772070175,0.05,0.68,935.0847389698029
fashionmnist,4,7,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.6740000247955322,0.48716807772070175,0.1,0.68,935.0847389698029
fashionmnist,4,123,no_pruning,dense,,0.0,24,24,0.6980000138282776,0.557044358164072,0.0,0.6966666579246521,795.6250314712524
fashionmnist,4,123,no_pruning,dense,,0.0,24,24,0.6980000138282776,0.557044358164072,0.03,0.75,795.6250314712524
fashionmnist,4,123,no_pruning,dense,,0.0,24,24,0.6980000138282776,0.557044358164072,0.05,0.73,795.6250314712524
fashionmnist,4,123,no_pruning,dense,,0.0,24,24,0.6980000138282776,0.557044358164072,0.1,0.71,795.6250314712524
fashionmnist,4,123,pruned,qadaprune_r,0.1,0.125,24,21,0.7140000462532043,0.44848161288686095,0.0,0.6899999976158142,935.166422367096
fashionmnist,4,123,pruned,qadaprune_r,0.1,0.125,24,21,0.7140000462532043,0.44848161288686095,0.03,0.74,935.166422367096
fashionmnist,4,123,pruned,qadaprune_r,0.1,0.125,24,21,0.7140000462532043,0.44848161288686095,0.05,0.73,935.166422367096
fashionmnist,4,123,pruned,qadaprune_r,0.1,0.125,24,21,0.7140000462532043,0.44848161288686095,0.1,0.73,935.166422367096
fashionmnist,4,123,pruned,qadaprune_r,0.25,0.25,24,18,0.7160000205039978,0.46783772682510316,0.0,0.6866666674613953,933.7542843818665
fashionmnist,4,123,pruned,qadaprune_r,0.25,0.25,24,18,0.7160000205039978,0.46783772682510316,0.03,0.75,933.7542843818665
fashionmnist,4,123,pruned,qadaprune_r,0.25,0.25,24,18,0.7160000205039978,0.46783772682510316,0.05,0.73,933.7542843818665
fashionmnist,4,123,pruned,qadaprune_r,0.25,0.25,24,18,0.7160000205039978,0.46783772682510316,0.1,0.72,933.7542843818665
fashionmnist,4,123,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.7040000557899475,0.4744015644799919,0.0,0.6533333659172058,934.752359867096
fashionmnist,4,123,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.7040000557899475,0.4744015644799919,0.03,0.71,934.752359867096
fashionmnist,4,123,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.7040000557899475,0.4744015644799919,0.05,0.71,934.752359867096
fashionmnist,4,123,pruned,qadaprune_r,0.4,0.41666666666666663,24,14,0.7040000557899475,0.4744015644799919,0.1,0.67,934.752359867096
